entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene_tag	gene
103812499	ENSSCAG00000002924	ANKRD42	ankyrin repeat domain 42	ANKRD42	ANKRD42	ankyrin repeat domain 42	ANKRD42	LOC103812499	103812499
103812500	ENSSCAG00000002940	PCF11	PCF11 cleavage and polyadenylation factor subunit	PCF11	PCF11	PCF11 cleavage and polyadenylation factor subunit	PCF11	LOC103812500	103812500
103812505	ENSSCAG00000013076	CHD7	chromodomain helicase DNA binding protein 7	CHD7	CHD7	chromodomain helicase DNA binding protein 7	CHD7	LOC103812505	103812505
103812507	ENSSCAG00000003607	VSTM5	V-set and transmembrane domain containing 5	VSTM5	VSTM5	V-set and transmembrane domain containing 5	VSTM5	LOC103812507	103812507
103812508	ENSSCAG00000003611	LOC103812508	high-affinity choline transporter 1-like		LOC103812508	high-affinity choline transporter 1-like	LOC103812508	LOC103812508	103812508
103812518	ENSSCAG00000003909	PGR	progesterone receptor	PGR	PGR	progesterone receptor	PGR	LOC103812518	103812518
103812520	ENSSCAG00000003972	YAP1	Yes1 associated transcriptional regulator	YAP1	YAP1	Yes1 associated transcriptional regulator	YAP1	LOC103812520	103812520
103812521	ENSSCAG00000003992	MMP7	matrix metallopeptidase 7		MMP7	matrix metallopeptidase 7	MMP7	LOC103812521	103812521
103812522	ENSSCAG00000004010	LOC103812522	stromelysin-1-like		LOC103812522	stromelysin-1-like	LOC103812522	LOC103812522	103812522
103812524	ENSSCAG00000004049	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	DYNC2H1	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	DYNC2H1	LOC103812524	103812524
103812525	ENSSCAG00000004095	PDGFD	platelet derived growth factor D	PDGFD	PDGFD	platelet derived growth factor D	PDGFD	LOC103812525	103812525
103812527	ENSSCAG00000013744	ASPH	aspartate beta-hydroxylase	ASPH	ASPH	aspartate beta-hydroxylase	ASPH	LOC103812527	103812527
103812528	ENSSCAG00000004484	LOC103812528	vitelline membrane outer layer protein 1-like		LOC103812528	vitelline membrane outer layer protein 1-like	LOC103812528	LOC103812528	103812528
103812529	ENSSCAG00000004486	LOC103812529	vitelline membrane outer layer protein 1-like		LOC103812529	vitelline membrane outer layer protein 1-like	LOC103812529	LOC103812529	103812529
103812532	ENSSCAG00000004593	EXPH5	exophilin 5		EXPH5	exophilin 5	EXPH5	LOC103812532	103812532
103812533	ENSSCAG00000004603	POGLUT3	protein O-glucosyltransferase 3	POGLUT3	POGLUT3	protein O-glucosyltransferase 3	POGLUT3	POGLUT3	POGLUT3
103812534	ENSSCAG00000004666	LOC103812534	protein NPAT	NPAT	LOC103812534	protein NPAT	NPAT	LOC103812534	103812534
103812535	ENSSCAG00000004682	RAB39A	RAB39A, member RAS oncogene family	RAB39A	RAB39A	RAB39A, member RAS oncogene family	RAB39A	LOC103812535	103812535
103812536	ENSSCAG00000004705	CUNH11orf87	chromosome unknown C11orf87 homolog	C11orf87	C1H11orf87	chromosome 1 C11orf87 homolog	C1H11orf87	C1H11orf87	C1H11orf87
103812538	ENSSCAG00000013773	COPS5	COP9 signalosome subunit 5	COPS5	COPS5	COP9 signalosome subunit 5	COPS5	LOC103812538	103812538
103812539	ENSSCAG00000005216	MPHOSPH8	M-phase phosphoprotein 8	MPHOSPH8	MPHOSPH8	M-phase phosphoprotein 8	MPHOSPH8	LOC103812539	103812539
103812540	ENSSCAG00000005404	SKA3	spindle and kinetochore associated complex subunit 3	SKA3	SKA3	spindle and kinetochore associated complex subunit 3	SKA3	LOC103812540	103812540
103812548	ENSSCAG00000006534	GTF3A	general transcription factor IIIA	GTF3A	GTF3A	general transcription factor IIIA	GTF3A	LOC103812548	103812548
103812550	ENSSCAG00000006556	CDX2	caudal type homeobox 2	CDX2	CDX2	caudal type homeobox 2	CDX2	LOC103812550	103812550
103812551	ENSSCAG00000006561	FLT3	fms related receptor tyrosine kinase 3	FLT3	FLT3	fms related receptor tyrosine kinase 3	FLT3	LOC103812551	103812551
103812559	ENSSCAG00000012567	EXOSC8	exosome component 8	EXOSC8	EXOSC8	exosome component 8	EXOSC8	LOC103812559	103812559
103812561	ENSSCAG00000012760	FREM2	FRAS1 related extracellular matrix 2	FREM2	FREM2	FRAS1 related extracellular matrix 2	FREM2	LOC103812561	103812561
103812562	ENSSCAG00000012808	STOML3	stomatin like 3	STOML3	STOML3	stomatin like 3	STOML3	LOC103812562	103812562
103812564	ENSSCAG00000012842	FOXO1	forkhead box O1	FOXO1	FOXO1	forkhead box O1	FOXO1	LOC103812564	103812564
103812565	ENSSCAG00000012886	LOC103812565	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like		LOC103812565	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like	LOC103812565	LOC103812565	103812565
103812566	ENSSCAG00000012892	LOC103812566	fibrinogen-like protein 1		LOC103812566	fibrinogen-like protein 1	LOC103812566	LOC103812566	103812566
103812567	ENSSCAG00000000487	GMPR	guanosine monophosphate reductase	GMPR	GMPR	guanosine monophosphate reductase	GMPR	LOC103812567	103812567
103812568	ENSSCAG00000012906	NEK3	NIMA related kinase 3	NEK3	LOC103812568	serine/threonine-protein kinase Nek3	NEK3	LOC103812568	103812568
103812569	ENSSCAG00000012981	SERPINE3	serpin family E member 3	SERPINE3	SERPINE3	serpin family E member 3	SERPINE3	LOC103812569	103812569
103812572	ENSSCAG00000013112	MLNR	motilin receptor	MLNR	MLNR	motilin receptor	MLNR	LOC103812572	103812572
103812574	ENSSCAG00000013148	RB1	RB transcriptional corepressor 1	RB1	RB1	RB transcriptional corepressor 1	RB1	LOC103812574	103812574
103812575	ENSSCAG00000013797	LOC103812575	serine/threonine-protein kinase Sgk3	SGK3	SGK3	serum/glucocorticoid regulated kinase family member 3	SGK3	LOC103812575	103812575
103812578	ENSSCAG00000013411	COG3	component of oligomeric golgi complex 3	COG3	COG3	component of oligomeric golgi complex 3	COG3	LOC103812578	103812578
103812580	ENSSCAG00000013774	LACC1	laccase domain containing 1	LACC1	LACC1	laccase domain containing 1	LACC1	LOC103812580	103812580
103812583	ENSSCAG00000014439	WBP4	WW domain binding protein 4	WBP4	WBP4	WW domain binding protein 4	WBP4	LOC103812583	103812583
103812585	ENSSCAG00000014453	OLFM4	olfactomedin 4	OLFM4	OLFM4	olfactomedin 4	OLFM4	LOC103812585	103812585
103812586	ENSSCAG00000013805	VCPIP1	valosin containing protein interacting protein 1	VCPIP1	VCPIP1	valosin containing protein interacting protein 1	VCPIP1	LOC103812586	103812586
103812588	ENSSCAG00000015126	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease	DIS3	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease	DIS3	LOC103812588	103812588
103812589	ENSSCAG00000015170	PIBF1	progesterone immunomodulatory binding factor 1	PIBF1	PIBF1	progesterone immunomodulatory binding factor 1	PIBF1	LOC103812589	103812589
103812591	ENSSCAG00000015219	LMO7	LIM domain 7	LMO7	LMO7	LIM domain 7	LMO7	LOC103812591	103812591
103812594	ENSSCAG00000015733	SCEL	sciellin	SCEL	SCEL	sciellin	SCEL	LOC103812594	103812594
103812596	ENSSCAG00000013810	MYBL1	MYB proto-oncogene like 1	MYBL1	MYBL1	MYB proto-oncogene like 1	MYBL1	LOC103812596	103812596
103812597	ENSSCAG00000015791	OBI1	ORC ubiquitin ligase 1	OBI1	OBI1	ORC ubiquitin ligase 1	OBI1	OBI1	OBI1
103812604	ENSSCAG00000015907	TGDS	TDP-glucose 4,6-dehydratase	TGDS	TGDS	TDP-glucose 4,6-dehydratase	TGDS	LOC103812604	103812604
103812605	ENSSCAG00000015921	ABCC4	ATP binding cassette subfamily C member 4	ABCC4	ABCC4	ATP binding cassette subfamily C member 4	ABCC4	LOC103812605	103812605
103812606	ENSSCAG00000015930	DZIP1	DAZ interacting zinc finger protein 1	DZIP1	DZIP1	DAZ interacting zinc finger protein 1	DZIP1	LOC103812606	103812606
103812607	ENSSCAG00000015940	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	UGGT2	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	UGGT2	LOC103812607	103812607
103812612	ENSSCAG00000015980	SLC15A1	solute carrier family 15 member 1	SLC15A1	SLC15A1	solute carrier family 15 member 1	SLC15A1	LOC103812612	103812612
103812613	ENSSCAG00000013830	ADHFE1	alcohol dehydrogenase iron containing 1	ADHFE1	ADHFE1	alcohol dehydrogenase iron containing 1	ADHFE1	LOC103812613	103812613
103812616	ENSSCAG00000016002	TM9SF2	transmembrane 9 superfamily member 2	TM9SF2	TM9SF2	transmembrane 9 superfamily member 2	TM9SF2	LOC103812616	103812616
103812620	ENSSCAG00000016040	PCCA	propionyl-CoA carboxylase subunit alpha	PCCA	PCCA	propionyl-CoA carboxylase subunit alpha	PCCA	LOC103812620	103812620
103812626	ENSSCAG00000016284	XG	Xg glycoprotein (Xg blood group)		XG	Xg glycoprotein (Xg blood group)	XG	LOC103812626	103812626
103812628	ENSSCAG00000016318	LOC103812628	interleukin-5 receptor subunit alpha-like		LOC103812628	granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like	LOC103812628	LOC103812628	103812628
103812635	ENSSCAG00000013840	TRIM55	tripartite motif containing 55	TRIM55	TRIM55	tripartite motif containing 55	TRIM55	LOC103812635	103812635
103812638	ENSSCAG00000000007	LOC103812638	histone H2A-beta, sperm-like		LOC103812638	histone H2A-beta, sperm-like	LOC103812638	LOC103812638	103812638
103812639	ENSSCAG00000000010	PDCL3	phosducin like 3	PDCL3	PDCL3	phosducin like 3	PDCL3	LOC103812639	103812639
103812641	ENSSCAG00000000065	TBC1D8	TBC1 domain family member 8	TBC1D8	TBC1D8	TBC1 domain family member 8	TBC1D8	LOC103812641	103812641
103812642	ENSSCAG00000000117	CNOT11	CCR4-NOT transcription complex subunit 11	CNOT11	CNOT11	CCR4-NOT transcription complex subunit 11	CNOT11	LOC103812642	103812642
103812644	ENSSCAG00000000195	CREG2	cellular repressor of E1A stimulated genes 2	CREG2	CREG2	cellular repressor of E1A stimulated genes 2	CREG2	LOC103812644	103812644
103812645	ENSSCAG00000002842	IL1R2	interleukin 1 receptor type 2	IL1R2	LOC103812645	interleukin-1 receptor type 2	IL1R2	LOC103812645	103812645
103812646	ENSSCAG00000002870	LOC103812646	interleukin-1 receptor type 1-like		LOC103812646	interleukin-1 receptor type 1-like	LOC103812646	LOC103812646	103812646
103812648	ENSSCAG00000003137	MRPS9	mitochondrial ribosomal protein S9	MRPS9	MRPS9	mitochondrial ribosomal protein S9	MRPS9	LOC103812648	103812648
103812651	ENSSCAG00000004285	CCDC138	coiled-coil domain containing 138	CCDC138	CCDC138	coiled-coil domain containing 138	CCDC138	LOC103812651	103812651
103812652	ENSSCAG00000013872	DNAJC5B	DnaJ heat shock protein family (Hsp40) member C5 beta	DNAJC5B	DNAJC5B	DnaJ heat shock protein family (Hsp40) member C5 beta	DNAJC5B	LOC103812652	103812652
103812660	ENSSCAG00000004614	ATP11A	ATPase phospholipid transporting 11A	ATP11A	ATP11A	ATPase phospholipid transporting 11A	ATP11A	LOC103812660	103812660
103812661	ENSSCAG00000004845	NAXD	NAD(P)HX dehydratase	NAXD	NAXD	NAD(P)HX dehydratase	NAXD	LOC103812661	103812661
103812663	ENSSCAG00000013883	PDE7A	phosphodiesterase 7A	PDE7A	PDE7A	phosphodiesterase 7A	PDE7A	LOC103812663	103812663
103812664	ENSSCAG00000004904	COL4A2	collagen type IV alpha 2 chain	COL4A2	COL4A2	collagen type IV alpha 2 chain	COL4A2	LOC103812664	103812664
103812667	ENSSCAG00000005177	PRKX	protein kinase X-linked	PRKX	PRKX	protein kinase cAMP-dependent X-linked catalytic subunit	PRKX	LOC103812667	103812667
103812668	ENSSCAG00000005201	STS	steroid sulfatase	STS	STS	steroid sulfatase	STS	LOC103812668	103812668
103812669	ENSSCAG00000005356	ELP6	elongator acetyltransferase complex subunit 6	ELP6	ELP6	elongator acetyltransferase complex subunit 6	ELP6	LOC103812669	103812669
103812670	ENSSCAG00000013892	MTFR1	mitochondrial fission regulator 1	MTFR1	MTFR1	mitochondrial fission regulator 1	MTFR1	LOC103812670	103812670
103812671	ENSSCAG00000005596	DHX30	DExH-box helicase 30	DHX30	DHX30	DExH-box helicase 30	DHX30	LOC103812671	103812671
103812672	ENSSCAG00000005671	CAMP	cathelicidin antimicrobial peptide		CAMP	cathelicidin antimicrobial peptide	CAMP	LOC103812672	103812672
103812673	ENSSCAG00000006032	MYL3	myosin light chain 3	MYL3	MYL3	myosin light chain 3	MYL3	LOC103812673	103812673
103812674	ENSSCAG00000006051	JMJD4	jumonji domain containing 4	JMJD4	JMJD4	jumonji domain containing 4	JMJD4	LOC103812674	103812674
103812675	ENSSCAG00000006057	SNAP47	synaptosome associated protein 47	SNAP47	SNAP47	synaptosome associated protein 47	SNAP47	LOC103812675	103812675
103812677	ENSSCAG00000006073	WNT3A	Wnt family member 3A	WNT3A	WNT3A	Wnt family member 3A	WNT3A	LOC103812677	103812677
103812678	ENSSCAG00000006081	ARF1	ADP ribosylation factor 1	ARF1	ARF1	ADP ribosylation factor 1	ARF1	LOC103812678	103812678
103812680	ENSSCAG00000013901	ARMC1	armadillo repeat containing 1	ARMC1	ARMC1	armadillo repeat containing 1	ARMC1	LOC103812680	103812680
103812681	ENSSCAG00000006099	GUK1	guanylate kinase 1	GUK1	GUK1	guanylate kinase 1	GUK1	LOC103812681	103812681
103812682	ENSSCAG00000006108	GJC2	gap junction protein gamma 2	GJC2	GJC2	gap junction protein gamma 2	GJC2	LOC103812682	103812682
103812683	ENSSCAG00000006110	IBA57	iron-sulfur cluster assembly factor IBA57	IBA57	IBA57	iron-sulfur cluster assembly factor IBA57	IBA57	LOC103812683	103812683
103812685	ENSSCAG00000006158	HIGD1A	HIG1 hypoxia inducible domain family member 1A	HIGD1A	HIGD1A	HIG1 hypoxia inducible domain family member 1A	HIGD1A	LOC103812685	103812685
103812687	ENSSCAG00000006171	KLHL40	kelch like family member 40	KLHL40	KLHL40	kelch like family member 40	KLHL40	LOC103812687	103812687
103812688	ENSSCAG00000006174	ZBTB47	zinc finger and BTB domain containing 47	ZBTB47	ZBTB47	zinc finger and BTB domain containing 47	ZBTB47	LOC103812688	103812688
103812689	ENSSCAG00000006183	NKTR	natural killer cell triggering receptor	NKTR	NKTR	natural killer cell triggering receptor	NKTR	LOC103812689	103812689
103812690	ENSSCAG00000006192	SEC22C	SEC22 homolog C, vesicle trafficking protein	SEC22C	SEC22C	SEC22 homolog C, vesicle trafficking protein	SEC22C	LOC103812690	103812690
103812692	ENSSCAG00000006221	ADCYAP1R1	ADCYAP receptor type I	ADCYAP1R1	ADCYAP1R1	ADCYAP receptor type I	ADCYAP1R1	LOC103812692	103812692
103812693	ENSSCAG00000006415	AQP1	aquaporin 1 (Colton blood group)	AQP1	AQP1	aquaporin 1 (Colton blood group)	AQP1	LOC103812693	103812693
103812694	ENSSCAG00000006424	MINDY4	MINDY lysine 48 deubiquitinase 4	MINDY4	MINDY4	MINDY lysine 48 deubiquitinase 4	MINDY4	MINDY4	MINDY4
103812695	ENSSCAG00000006439	CRHR2	corticotropin releasing hormone receptor 2	CRHR2	CRHR2	corticotropin releasing hormone receptor 2	CRHR2	LOC103812695	103812695
103812696	ENSSCAG00000006455	CTDSPL	CTD small phosphatase like	CTDSPL	CTDSPL	CTD small phosphatase like	CTDSPL	LOC103812696	103812696
103812697	ENSSCAG00000006468	VILL	villin like	VILL	VILL	villin like	VILL	LOC103812697	103812697
103812698	ENSSCAG00000006539	PLCD1	phospholipase C delta 1	PLCD1	PLCD1	phospholipase C delta 1	PLCD1	LOC103812698	103812698
103812699	ENSSCAG00000006584	ACAA1	acetyl-CoA acyltransferase 1	ACAA1	ACAA1	acetyl-CoA acyltransferase 1	ACAA1	LOC103812699	103812699
103812700	ENSSCAG00000006592	LOC103812700	mitogen-activated protein kinase kinase kinase 3-like		LOC103812700	mitogen-activated protein kinase kinase kinase 3-like	LOC103812700	LOC103812700	103812700
103812701	ENSSCAG00000013946	YTHDF3	YTH N6-methyladenosine RNA binding protein 3	YTHDF3	YTHDF3	YTH N6-methyladenosine RNA binding protein F3	YTHDF3	LOC103812701	103812701
103812702	ENSSCAG00000006622	OXSR1	oxidative stress responsive kinase 1		OXSR1	oxidative stress responsive kinase 1	OXSR1	LOC103812702	103812702
103812703	ENSSCAG00000006641	LOC103812703	solute carrier family 22 member 13-like		LOC103812703	solute carrier family 22 member 13-like	LOC103812703	LOC103812703	103812703
103812704	ENSSCAG00000006647	XIRP1	xin actin binding repeat containing 1	XIRP1	XIRP1	xin actin binding repeat containing 1	XIRP1	LOC103812704	103812704
103812705	ENSSCAG00000006655	CSRNP1	cysteine and serine rich nuclear protein 1	CSRNP1	CSRNP1	cysteine and serine rich nuclear protein 1	CSRNP1	LOC103812705	103812705
103812706	ENSSCAG00000006670	WDR48	WD repeat domain 48	WDR48	WDR48	WD repeat domain 48	WDR48	LOC103812706	103812706
103812708	ENSSCAG00000006776	EXOG	exo/endonuclease G	EXOG	EXOG	exo/endonuclease G	EXOG	LOC103812708	103812708
103812709	ENSSCAG00000013952	TTPA	alpha tocopherol transfer protein	TTPA	TTPA	alpha tocopherol transfer protein	TTPA	LOC103812709	103812709
103812710	ENSSCAG00000006784	ACVR2B	activin A receptor type 2B	ACVR2B	ACVR2B	activin A receptor type 2B	ACVR2B	LOC103812710	103812710
103812711	ENSSCAG00000007147	CUNH9orf152	chromosome unknown C9orf152 homolog		C2H9orf152	chromosome 2 C9orf152 homolog	C2H9orf152	C2H9orf152	C2H9orf152
103812712	ENSSCAG00000007151	NUB1	negative regulator of ubiquitin like proteins 1	NUB1	NUB1	negative regulator of ubiquitin like proteins 1	NUB1	LOC103812712	103812712
103812713	ENSSCAG00000007159	WDR86	WD repeat domain 86	WDR86	WDR86	WD repeat domain 86	WDR86	LOC103812713	103812713
103812715	ENSSCAG00000007207	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	PRKAG2	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	PRKAG2	LOC103812715	103812715
103812716	ENSSCAG00000007229	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11	GALNT11	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11	GALNT11	LOC103812716	103812716
103812717	ENSSCAG00000007352	XRCC2	X-ray repair cross complementing 2	XRCC2	XRCC2	X-ray repair cross complementing 2	XRCC2	LOC103812717	103812717
103812720	ENSSCAG00000007386	DPP6	dipeptidyl peptidase like 6	DPP6	DPP6	dipeptidyl peptidase like 6	DPP6	LOC103812720	103812720
103812721	ENSSCAG00000007425	INSIG1	insulin induced gene 1	INSIG1	INSIG1	insulin induced gene 1	INSIG1	LOC103812721	103812721
103812722	ENSSCAG00000007451	SHH	sonic hedgehog signaling molecule	SHH	SHH	sonic hedgehog signaling molecule	SHH	LOC103812722	103812722
103812723	ENSSCAG00000007474	LMBR1	limb development membrane protein 1	LMBR1	LMBR1	limb development membrane protein 1	LMBR1	LOC103812723	103812723
103812724	ENSSCAG00000007709	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	DNAJB6	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	DNAJB6	LOC103812724	103812724
103812726	ENSSCAG00000008257	VIPR2	vasoactive intestinal peptide receptor 2	VIPR2	VIPR2	vasoactive intestinal peptide receptor 2	VIPR2	LOC103812726	103812726
103812727	ENSSCAG00000008276	ZMYND11	zinc finger MYND-type containing 11	ZMYND11	ZMYND11	zinc finger MYND-type containing 11	ZMYND11	LOC103812727	103812727
103812731	ENSSCAG00000008382	GTPBP4	GTP binding protein 4	GTPBP4	GTPBP4	GTP binding protein 4	GTPBP4	LOC103812731	103812731
103812732	ENSSCAG00000008390	IDI1	isopentenyl-diphosphate delta isomerase 1		IDI1	isopentenyl-diphosphate delta isomerase 1	IDI1	LOC103812732	103812732
103812733	ENSSCAG00000008393	WDR37	WD repeat domain 37	WDR37	WDR37	WD repeat domain 37	WDR37	LOC103812733	103812733
103812734	ENSSCAG00000008420	PFKP	phosphofructokinase, platelet	PFKP	PFKP	phosphofructokinase, platelet	PFKP	LOC103812734	103812734
103812735	ENSSCAG00000000507	ATXN1	ataxin 1	ATXN1	ATXN1	ataxin 1	ATXN1	LOC103812735	103812735
103812736	ENSSCAG00000000170	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	ARFGEF1	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	ARFGEF1	LOC103812736	103812736
103812737	ENSSCAG00000008435	KLF6	Kruppel like factor 6	KLF6	KLF6	KLF transcription factor 6	KLF6	LOC103812737	103812737
103812740	ENSSCAG00000008441	GJD4	gap junction protein delta 4	GJD4	GJD4	gap junction protein delta 4	GJD4	LOC103812740	103812740
103812741	ENSSCAG00000008442	CCNY	cyclin Y	CCNY	CCNY	cyclin Y	CCNY	LOC103812741	103812741
103812742	ENSSCAG00000008453	CREM	cAMP responsive element modulator		CREM	cAMP responsive element modulator	CREM	LOC103812742	103812742
103812742	ENSSCAG00000008465	CREM	cAMP responsive element modulator	CREM	CREM	cAMP responsive element modulator	CREM	LOC103812742	103812742
103812743	ENSSCAG00000000263	CPA6	carboxypeptidase A6	CPA6	CPA6	carboxypeptidase A6	CPA6	LOC103812743	103812743
103812744	ENSSCAG00000008479	CUL2	cullin 2	CUL2	CUL2	cullin 2	CUL2	LOC103812744	103812744
103812745	ENSSCAG00000008562	NRP1	neuropilin 1	NRP1	NRP1	neuropilin 1	NRP1	LOC103812745	103812745
