task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
137	9d/1190c8	124847	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-13 18:55:48.437	2m 53s	2m 52s	201.1%	1.2 MB	11 MB	2.6 GB	4.4 MB
133	64/3a11dc	69275	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES14_209_MG-lipid_21)	CACHED	0	2022-07-13 18:39:31.916	2m 20s	2m 18s	202.0%	1.1 GB	4.6 GB	2.1 GB	4.4 MB
150	7e/2a0314	128241	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES50_Blue-024_Control-protein_14)	CACHED	0	2022-07-13 18:57:19.027	2m 15s	2m 13s	204.2%	1.2 MB	11 MB	2.1 GB	4.4 MB
129	e1/f5e87b	157038	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES15_601_Control-protein_14)	CACHED	0	2022-07-13 20:53:57.782	10m 41s	10m 40s	533.0%	3.1 GB	3.7 GB	90 GB	87.5 GB
101	08/79c1e8	205364	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES21_618_Control-lipid_14)	CACHED	0	2022-07-13 19:28:07.209	8m 9s	8m 9s	524.2%	3 GB	3.7 GB	67.7 GB	65.8 GB
46	4e/465eb5	207901	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES17_615_Control-protein_0)	CACHED	0	2022-07-13 21:03:16.983	10m 46s	10m 45s	537.9%	3.1 GB	3.7 GB	93.3 GB	90.8 GB
121	94/b6ff54	109548	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES12_209_MG-lipid_0)	CACHED	0	2022-07-13 18:49:50.546	2m 48s	2m 46s	203.4%	1.2 MB	11 MB	2.5 GB	4.4 MB
130	d8/cc804a	11040	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES61_Blue-035_MG-protein_0)	CACHED	0	2022-07-13 18:33:06.318	10.4s	8.6s	47.7%	6 MB	10.3 MB	2.1 GB	2.1 GB
65	98/6ad3f8	4097	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES40_LD19-239_MG-lipid_21)	CACHED	0	2022-07-13 18:32:57.847	11.9s	10.2s	51.8%	6 MB	10.3 MB	2.8 GB	2.8 GB
97	d3/2a33cb	257593	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES51_Blue-024_Control-protein_21)	CACHED	0	2022-07-13 18:32:47.552	8.8s	6.4s	69.7%	5.9 MB	10.3 MB	2.1 GB	2.1 GB
84	e5/e36066	8994	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES47_Blue-45_MG-protein_0)	CACHED	0	2022-07-13 18:33:03.895	11.8s	10.3s	50.5%	6 MB	10.3 MB	2.4 GB	2.4 GB
85	8f/1119c7	85690	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES31_Blue-055_NA_0)	CACHED	0	2022-07-13 20:42:01.863	11m 4s	11m 2s	527.9%	3.1 GB	3.7 GB	93.8 GB	91.3 GB
95	47/eb43d8	36276	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES103_625_Control-lipid_0)	CACHED	0	2022-07-13 20:29:28.277	12m 34s	12m 33s	516.3%	3.1 GB	3.8 GB	102.8 GB	100 GB
69	ac/0d728d	4348	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-13 18:32:58.120	11.3s	9.6s	53.8%	6 MB	10.3 MB	2.4 GB	2.4 GB
160	82/5de325	42703	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES39_LD19-239_MG-lipid_14)	CACHED	0	2022-07-13 18:33:56.290	2m 40s	2m 38s	203.6%	1.2 GB	4.8 GB	2.5 GB	4.3 MB
156	e9/05dd2d	122901	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES46_Blue-015_MG-lipid_21)	CACHED	0	2022-07-13 18:55:09.274	2m 39s	2m 37s	202.0%	1.2 MB	11 MB	2.5 GB	4.3 MB
139	a5/594cec	117417	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES105_625_Control-lipid_21)	CACHED	0	2022-07-13 18:52:44.577	3m 4s	3m 3s	201.7%	1.2 MB	11 MB	2.9 GB	4.3 MB
131	f5/46d050	89940	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES13_209_MG-lipid_14)	CACHED	0	2022-07-13 18:44:24.403	2m 47s	2m 45s	204.2%	1.2 GB	4.8 GB	2.6 GB	4.4 MB
144	f4/2b61ec	51988	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES16_601_Control-protein_21)	CACHED	0	2022-07-13 18:36:00.931	2m 50s	2m 49s	201.3%	1.2 GB	5 GB	2.6 GB	4.4 MB
98	ad/2d2fab	117211	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES26_619_MG-lipid_14)	CACHED	0	2022-07-13 19:57:23.255	10m 34s	10m 33s	510.2%	3 GB	3.7 GB	89.1 GB	86.7 GB
124	04/a0eea6	115675	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES34_101-LS_MG-lipid_14)	CACHED	0	2022-07-13 18:52:15.697	2m 41s	2m 40s	202.5%	1.2 MB	11 MB	2.4 GB	4.3 MB
113	31/f23b7b	212161	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES100_SEM19-140_Control-lipid_0)	CACHED	0	2022-07-13 20:14:50.519	10m 43s	10m 43s	528.8%	3.1 GB	3.7 GB	91.4 GB	88.9 GB
145	a5/8cfeef	15141	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES66_617_Control-protein_14)	CACHED	0	2022-07-13 18:33:11.653	28.2s	26.6s	19.6%	6 MB	10.3 MB	2.3 GB	2.3 GB
87	91/ca3d80	4711	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES48_Blue-45_MG-protein_14)	CACHED	0	2022-07-13 18:32:58.529	14.5s	13.5s	46.1%	6 MB	10.3 MB	2.5 GB	2.5 GB
118	db/da3fdd	59353	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES24_Blue-010_Control-lipid_21)	CACHED	0	2022-07-13 23:30:00.516	12m 2s	12m 2s	525.5%	3.1 GB	3.7 GB	100.2 GB	97.5 GB
162	8e/1661cc	89139	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES41_Blue-013_Control-protein_0)	CACHED	0	2022-07-13 18:44:19.293	2m 50s	2m 48s	202.9%	1.1 GB	4.5 GB	2.7 GB	4.4 MB
112	14/d2646f	30793	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES37_AR17-21_MG-lipid_14)	CACHED	0	2022-07-13 22:02:07.545	12m 13s	12m 12s	506.4%	3.1 GB	3.7 GB	96 GB	93.3 GB
158	e3/c07043	99427	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES28_Blue-098_Control-lipid_0)	CACHED	0	2022-07-13 18:46:39.429	3m 1s	3m	200.3%	1.2 GB	4.7 GB	2.9 GB	4.3 MB
168	fc/e7dc99	110627	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES51_Blue-024_Control-protein_21)	CACHED	0	2022-07-13 18:50:06.875	2m 9s	2m 7s	205.7%	1.2 MB	11 MB	2.1 GB	4.4 MB
126	1b/8d4bf3	61885	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES34_101-LS_MG-lipid_14)	CACHED	0	2022-07-13 22:46:21.232	11m 42s	11m 42s	500.2%	3.1 GB	3.7 GB	90.8 GB	88.3 GB
170	ed/88d81a	144574	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES47_Blue-45_MG-protein_0)	CACHED	0	2022-07-13 19:03:43.881	2m 30s	2m 28s	202.5%	1.2 MB	11 MB	2.4 GB	4.4 MB
153	87/c4d809	130517	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-13 18:58:09.886	2m 34s	2m 32s	203.1%	1.2 MB	11 MB	2.3 GB	4.4 MB
99	2a/3fb89f	18324	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES52_SEM19-1481_MG-lipid_14)	CACHED	0	2022-07-13 18:33:15.749	21.8s	20.5s	23.7%	5.9 MB	10.3 MB	2.4 GB	2.4 GB
151	a5/e874b5	5533	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES69_Blue-037_MG-protein_21)	CACHED	0	2022-07-13 18:32:59.345	16.4s	15.3s	28.1%	5.9 MB	10.3 MB	2.2 GB	2.2 GB
100	78/eb9962	259530	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES53_SEM19-74_MG-protein_0)	CACHED	0	2022-07-13 18:32:49.535	9.8s	7.2s	72.3%	6 MB	10.3 MB	2.2 GB	2.2 GB
147	d8/908ca7	2717	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-13 18:32:56.498	7.4s	5.6s	90.5%	6 MB	10.3 MB	2.3 GB	2.3 GB
93	72/539fdf	258546	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES4_164_Control-protein_0)	CACHED	0	2022-07-13 18:32:48.403	10.1s	8.3s	74.7%	6 MB	10.3 MB	2.4 GB	2.4 GB
140	24/342992	21222	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES64_SEM19-1481_MG-lipid_21)	CACHED	0	2022-07-13 18:33:19.749	22.9s	19.9s	24.5%	5.9 MB	10.3 MB	2.5 GB	2.5 GB
177	d2/3c2eb8	140673	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES48_Blue-45_MG-protein_14)	CACHED	0	2022-07-13 19:02:07.286	2m 43s	2m 41s	202.7%	1.2 MB	11 MB	2.5 GB	4.4 MB
136	b8/570d16	81246	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-13 23:33:23.937	11m 36s	11m 35s	512.1%	3.1 GB	3.7 GB	94.6 GB	92 GB
174	e4/c2c70c	163626	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES66_617_Control-protein_14)	CACHED	0	2022-07-13 19:11:15.237	2m 29s	2m 27s	202.4%	1.2 MB	11 MB	2.3 GB	4.4 MB
75	a4/8ab790	1843	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES44_Blue-015_MG-lipid_0)	CACHED	0	2022-07-13 18:32:55.370	8.7s	6.6s	84.8%	6 MB	10.3 MB	2.7 GB	2.7 GB
76	75/cc31ad	4072	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES45_Blue-015_MG-lipid_14)	CACHED	0	2022-07-13 18:32:57.830	13.8s	12.8s	48.4%	6 MB	10.3 MB	2.9 GB	2.9 GB
107	77/e291e7	6023	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-13 18:32:59.936	15.8s	13.7s	37.1%	6 MB	10.3 MB	2.1 GB	2.1 GB
111	ea/842d63	34627	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES56_Blue-050_Control-lipid_21)	CACHED	0	2022-07-13 18:33:44.686	8.9s	7.5s	79.4%	6 MB	10.3 MB	2.6 GB	2.6 GB
123	15/cc4534	9024	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES5_164_Control-protein_14)	CACHED	0	2022-07-13 18:33:03.919	15.8s	14.9s	34.5%	6 MB	10.3 MB	2.3 GB	2.3 GB
146	17/3c836c	101664	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES27_619_MG-lipid_21)	CACHED	0	2022-07-13 18:47:09.185	2m 35s	2m 33s	203.2%	1.2 MB	11 MB	2.4 GB	4.4 MB
127	58/8d227b	80508	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES13_209_MG-lipid_14)	CACHED	0	2022-07-13 21:25:31.109	11m 45s	11m 44s	539.3%	3.1 GB	3.7 GB	96.4 GB	93.7 GB
114	7a/daff0a	18339	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES57_Blue-031_MG-lipid_0)	CACHED	0	2022-07-13 18:33:15.764	12s	11.2s	41.9%	6 MB	10.3 MB	2.8 GB	2.8 GB
154	df/b68692	23144	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES6_164_Control-protein_21)	CACHED	0	2022-07-13 18:33:22.298	22.8s	21.3s	21.0%	5.9 MB	10.3 MB	2.3 GB	2.3 GB
148	1c/240fed	133502	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES3_48_Control-lipid_21)	CACHED	0	2022-07-13 18:59:25.748	2m 26s	2m 24s	202.3%	1.2 MB	11 MB	2.3 GB	4.4 MB
180	5b/9fe6cb	143499	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES69_Blue-037_MG-protein_21)	CACHED	0	2022-07-13 19:03:21.266	2m 22s	2m 21s	204.1%	1.2 MB	11 MB	2.3 GB	4.3 MB
166	be/86f85b	147284	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES61_Blue-035_MG-protein_0)	CACHED	0	2022-07-13 19:04:50.000	2m 23s	2m 21s	203.1%	1.2 MB	11 MB	2.1 GB	4.4 MB
196	45/8a3689	192163	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES56_Blue-050_Control-lipid_21)	CACHED	0	2022-07-13 19:22:36.526	2m 49s	2m 47s	201.7%	1.2 MB	11 MB	2.6 GB	4.4 MB
199	27/81695b	149664	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES5_164_Control-protein_14)	CACHED	0	2022-07-13 19:05:43.755	2m 25s	2m 23s	202.8%	1.2 MB	11 MB	2.3 GB	4.4 MB
187	bf/b74e53	127283	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-13 18:57:00.084	2m 26s	2m 24s	204.6%	1.2 MB	11 MB	2.3 GB	4.4 MB
115	0a/daa03d	15154	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES58_Blue-032_MG-protein_0)	CACHED	0	2022-07-13 18:33:11.665	28.2s	26.5s	20.7%	6 MB	10.3 MB	2.7 GB	2.7 GB
106	15/978f6b	257277	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-13 18:32:47.110	9.4s	6.9s	65.9%	5.9 MB	10.3 MB	2.3 GB	2.3 GB
178	97/4d0533	159839	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES52_SEM19-1481_MG-lipid_14)	CACHED	0	2022-07-13 19:09:30.385	2m 44s	2m 43s	202.6%	1.2 MB	11 MB	2.5 GB	4.4 MB
159	42/da5265	248562	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES72_Blue-039_Control-lipid_21)	CACHED	0	2022-07-13 18:32:36.991	9.6s	7.4s	63.1%	5.9 MB	10.3 MB	2.3 GB	2.3 GB
200	66/8f2169	155815	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES57_Blue-031_MG-lipid_0)	CACHED	0	2022-07-13 19:08:08.577	2m 57s	2m 56s	201.2%	1.2 MB	11 MB	2.8 GB	4.4 MB
143	86/469804	13418	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES65_106_NA_0)	CACHED	0	2022-07-13 18:33:09.210	25.6s	24.7s	21.2%	6 MB	10.3 MB	2.4 GB	2.4 GB
182	26/49f67c	122110	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES53_SEM19-74_MG-protein_0)	CACHED	0	2022-07-13 18:54:56.359	2m 23s	2m 21s	204.3%	1.2 MB	11 MB	2.2 GB	4.4 MB
172	69/438a46	134114	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES42_Blue-013_Control-protein_14)	CACHED	0	2022-07-13 18:59:33.656	2m 34s	2m 33s	202.2%	1.2 MB	11 MB	2.4 GB	4.4 MB
173	1f/8239c2	16226	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES79_Blue-050_Control-lipid_0)	CACHED	0	2022-07-13 18:33:13.088	14.3s	13.4s	32.1%	6 MB	10.3 MB	2.1 GB	2.1 GB
202	6f/c0d232	173043	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES6_164_Control-protein_21)	CACHED	0	2022-07-13 19:14:47.150	2m 24s	2m 22s	202.6%	1.2 MB	11 MB	2.3 GB	4.3 MB
128	a4/d593db	9001	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES60_Blue-032_MG-protein_21)	CACHED	0	2022-07-13 18:33:03.904	7.7s	5.4s	76.1%	6 MB	10.3 MB	2.3 GB	2.3 GB
192	4b/f8ac97	139847	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES45_Blue-015_MG-lipid_14)	CACHED	0	2022-07-13 19:01:51.626	3m 5s	3m 4s	202.1%	1.2 MB	11 MB	2.9 GB	4.3 MB
135	62/154a67	13786	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-13 18:33:09.731	23.9s	22.1s	21.1%	6 MB	10.3 MB	2.4 GB	2.4 GB
119	82/3e5bf2	8422	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (ES35_101-LS_MG-lipid_21)	CACHED	0	2022-07-13 21:14:03.033	10m 49s	10m 48s	539.9%	3.1 GB	3.7 GB	91.4 GB	88.9 GB
175	7c/562699	34569	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES7_SEM19-1354_Control-protein_14)	CACHED	0	2022-07-13 18:33:44.553	9s	7.1s	76.4%	6 MB	10.3 MB	2.3 GB	2.3 GB
194	40/36bf6e	145545	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-13 19:04:03.987	2m 18s	2m 16s	202.8%	1.2 MB	11 MB	2.1 GB	4.4 MB
179	7c/fb8594	32555	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-13 18:33:41.309	11.8s	8.7s	58.7%	6 MB	10.3 MB	2.4 GB	2.4 GB
149	2b/5564ed	6308	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES68_Blue-037_MG-protein_14)	CACHED	0	2022-07-13 18:33:00.263	17s	14.3s	33.8%	5.9 MB	10.3 MB	2.1 GB	2.1 GB
210	86/2ba0b0	158483	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES65_106_NA_0)	CACHED	0	2022-07-13 19:09:04.155	2m 37s	2m 35s	202.6%	1.2 MB	11 MB	2.5 GB	4.4 MB
195	68/e7ec33	14783	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES89_Blue-049_Control-protein_0)	CACHED	0	2022-07-13 18:33:11.039	2s	1.2s	6.7%	5.9 MB	10.3 MB	15.7 MB	15.6 MB
218	a9/abab74	191585	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES7_SEM19-1354_Control-protein_14)	CACHED	0	2022-07-13 19:22:29.133	2m 31s	2m 29s	201.6%	1.2 MB	11 MB	2.3 GB	4.4 MB
190	e6/8746ae	129502	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES44_Blue-015_MG-lipid_0)	CACHED	0	2022-07-13 18:57:48.062	2m 50s	2m 48s	202.9%	1.2 MB	11 MB	2.7 GB	4.4 MB
186	cf/1fa6dc	120767	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES4_164_Control-protein_0)	CACHED	0	2022-07-13 18:54:23.969	2m 36s	2m 34s	202.4%	1.2 MB	11 MB	2.4 GB	4.4 MB
155	85/bb1f2c	28621	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES70_Blue-039_Control-lipid_0)	CACHED	0	2022-07-13 18:33:33.611	14.5s	11.2s	50.4%	6 MB	10.3 MB	2.9 GB	2.9 GB
157	21/be7c26	12413	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES71_Blue-039_Control-lipid_14)	CACHED	0	2022-07-13 18:33:07.831	16.2s	14.8s	32.6%	6 MB	10.3 MB	2.1 GB	2.1 GB
204	19/da1abe	164621	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES58_Blue-032_MG-protein_0)	CACHED	0	2022-07-13 19:11:35.942	2m 53s	2m 51s	202.2%	1.2 MB	11 MB	2.7 GB	4.4 MB
181	de/433872	19154	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES82_Blue-047_Control-lipid_14)	CACHED	0	2022-07-13 18:33:16.679	10.7s	8.6s	35.0%	5.9 MB	10.3 MB	1.6 GB	1.6 GB
221	1a/32291d	147807	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES68_Blue-037_MG-protein_14)	CACHED	0	2022-07-13 19:04:56.396	2m 16s	2m 14s	204.4%	1.2 MB	11 MB	2.2 GB	4.4 MB
138	9f/4754d4	16222	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES63_Blue-035_MG-protein_21)	CACHED	0	2022-07-13 18:33:13.079	24.7s	23.8s	19.7%	6 MB	10.3 MB	2.2 GB	2.2 GB
165	ea/2feabd	13550	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES76_Blue-043_MG-lipid_0)	CACHED	0	2022-07-13 18:33:09.416	31.9s	28.7s	17.5%	6 MB	10.3 MB	2.2 GB	2.2 GB
215	f4/5f30eb	139066	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES60_Blue-032_MG-protein_21)	CACHED	0	2022-07-13 19:01:40.165	2m 24s	2m 22s	202.1%	1.2 MB	11 MB	2.3 GB	4.4 MB
201	cf/f0e011	33264	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES91_Blue-049_Control-protein_21)	CACHED	0	2022-07-13 18:33:42.950	9.2s	6.4s	69.0%	6 MB	10.3 MB	2.3 GB	2.3 GB
122	74/99706b	9180	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES59_Blue-032_MG-protein_14)	CACHED	0	2022-07-13 18:33:04.043	18.2s	17s	34.8%	6 MB	10.3 MB	2.5 GB	2.5 GB
188	54/dff4f8	169028	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES64_SEM19-1481_MG-lipid_21)	CACHED	0	2022-07-13 19:13:24.232	2m 40s	2m 39s	201.5%	1.2 MB	11 MB	2.5 GB	4.4 MB
216	9c/7c7d1a	158207	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-13 19:09:01.308	2m 35s	2m 33s	202.6%	1.2 MB	11 MB	2.5 GB	4.4 MB
220	b1/0cb200	188187	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-13 19:20:58.266	2m 32s	2m 30s	203.0%	1.2 MB	11 MB	2.4 GB	4.4 MB
169	b8/1a754a	136474	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES40_LD19-239_MG-lipid_21)	CACHED	0	2022-07-13 19:00:38.033	3m 6s	3m 4s	203.1%	1.2 MB	11 MB	2.8 GB	4.3 MB
207	fb/ab38ec	110774	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-13 18:50:07.736	2m 37s	2m 35s	203.1%	1.2 MB	11 MB	2.3 GB	4.4 MB
208	aa/bcc38d	79152	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES72_Blue-039_Control-lipid_21)	CACHED	0	2022-07-13 18:41:54.668	2m 30s	2m 29s	203.7%	1.1 GB	4.7 GB	2.3 GB	4.4 MB
212	9f/e25ea9	153582	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES79_Blue-050_Control-lipid_0)	CACHED	0	2022-07-13 19:07:12.839	2m 18s	2m 16s	204.7%	1.2 MB	11 MB	2.2 GB	4.4 MB
230	d6/ac4572	179286	NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:FASTQC (ES70_Blue-039_Control-lipid_0)	CACHED	0	2022-07-13 19:17:17.193	3m 21s	3m 19s	201.3%	1.2 MB	11 MB	2.9 GB	4.4 MB
185	02/42d41d	25647	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES85_orange-24_Control-protein_0)	CACHED	0	2022-07-13 18:33:27.356	17.3s	15.6s	33.1%	6 MB	10.3 MB	2.4 GB	2.4 GB
167	6f/6effa1	18328	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES77_Blue-043_MG-lipid_14)	CACHED	0	2022-07-13 18:33:15.757	16.8s	16s	25.3%	6 MB	10.3 MB	2.6 GB	2.6 GB
183	e1/bbc191	30463	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES83_SEM19-1481_MG-lipid_0)	CACHED	0	2022-07-13 18:33:37.605	10.5s	8.3s	64.6%	6 MB	10.3 MB	2.5 GB	2.5 GB
176	07/bdf4a3	31801	NFCORE_RNASEQ:RNASEQ:CAT_FASTQ (ES80_Blue-050_Control-lipid_14)	CACHED	0	2022-07-13 18:33:39.883	9.2s	6.9s	73.1%	6 MB	10.3 MB	2.3 GB	2.3 GB
